fuente,ejercicio,estado,dataset_id,dataset_titulo,recurso_id,recurso_nombre,recurso_descripcion,formato,url,archivo,descargado,bytes,md5,http,error,recurso_modificado,dataset_modificado
dicose,2021,preliminar,mgap-datos-preliminares-basados-en-la-declaracion-jurada-de-existencias-dicose-snig-2021,Declaración jurada de existencias DICOSE – SNIG 2021,a6ab4ee9-b0ab-4996-aa9c-7324dbce175e,Metadatos de uso de la tierra,Este recurso contiene los metadatos del uso de la tierra.,CSV,https://catalogodatos.gub.uy/dataset/c055b37c-6136-43a6-adad-9e1c540be6c5/resource/a6ab4ee9-b0ab-4996-aa9c-7324dbce175e/download/datosusostierra.csv,data-raw/dicose/2021/metadatos-de-uso-de-la-tierra__a6ab4ee9.csv,2026-09-25T06:18:30+0000,3308,0345a335575022409ab869c463a843e1,,,2021-09-14T12:34:23.134600,2023-04-20T12:04:27.414395
dicose,2021,preliminar,mgap-datos-preliminares-basados-en-la-declaracion-jurada-de-existencias-dicose-snig-2021,Declaración jurada de existencias DICOSE – SNIG 2021,3b7b354c-68da-4816-bf50-e542e925a7ef,Producción de leche,"Para el ejercicio ganadero, departamento, actividad, etc. detalla la cantidad de tenedores con la producción de leche en litros.",CSV,https://catalogodatos.gub.uy/dataset/c055b37c-6136-43a6-adad-9e1c540be6c5/resource/3b7b354c-68da-4816-bf50-e542e925a7ef/download/datosproduccionleche.csv,data-raw/dicose/2021/produccion-de-leche__3b7b354c.csv,2026-09-25T06:18:32+0000,252674,ffc05ab228aea07f494b60a57bba427b,,,2021-09-14T14:42:52.494710,2023-04-20T12:04:27.414395
dicose,2021,preliminar,mgap-datos-preliminares-basados-en-la-declaracion-jurada-de-existencias-dicose-snig-2021,Declaración jurada de existencias DICOSE – SNIG 2021,8af9fd2a-c47f-4a2d-ab47-33d474c4dfc5,Producción de leche en establecimiento,"Para el ejercicio ganadero, departamento, actividad, etc. detalla la cantidad de leche en litros producida en establecimiento.",CSV,https://catalogodatos.gub.uy/dataset/c055b37c-6136-43a6-adad-9e1c540be6c5/resource/8af9fd2a-c47f-4a2d-ab47-33d474c4dfc5/download/datosproduccionlecheenestablecimiento.csv,data-raw/dicose/2021/produccion-de-leche-en-establecimiento__8af9fd2a.csv,2026-09-25T06:18:33+0000,20586,ea0dda00cd78ddb10235a04637dd95f6,,,2021-09-14T12:41:12.182810,2023-04-20T12:04:27.414395
dicose,2021,preliminar,mgap-datos-preliminares-basados-en-la-declaracion-jurada-de-existencias-dicose-snig-2021,Declaración jurada de existencias DICOSE – SNIG 2021,a089a084-6550-4276-aeac-fb4e47cfb94c,Tenencia de tierra,"Para el ejercicio ganadero, departamento, actividad, etc. detalla la cantidad de hectáreas explotadas.CSV",CSV,https://catalogodatos.gub.uy/dataset/c055b37c-6136-43a6-adad-9e1c540be6c5/resource/a089a084-6550-4276-aeac-fb4e47cfb94c/download/datostenenciastierra.csv,data-raw/dicose/2021/tenencia-de-tierra__a089a084.csv,2026-09-25T06:18:28+0000,1358849,e9281e23919ac283d71cc71920d3f6b8,,,2021-09-14T12:28:43.047975,2023-04-20T12:04:27.414395
dicose,2021,preliminar,mgap-datos-preliminares-basados-en-la-declaracion-jurada-de-existencias-dicose-snig-2021,Declaración jurada de existencias DICOSE – SNIG 2021,0368642c-90fa-45d7-8c40-f669d735f6f8,Uso de la tierra,"Para el ejercicio ganadero, departamento, actividad, etc. detalla la cantidad de hectáreas según la explotación o uso de la tierra.",CSV,https://catalogodatos.gub.uy/dataset/c055b37c-6136-43a6-adad-9e1c540be6c5/resource/0368642c-90fa-45d7-8c40-f669d735f6f8/download/datosusostierra.csv,data-raw/dicose/2021/uso-de-la-tierra__0368642c.csv,2026-09-25T06:18:30+0000,2005405,6fb42d0bf8a60cb6df2075f9ae1f3c83,,,2021-09-14T12:31:48.600423,2023-04-20T12:04:27.414395
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,689e01bc-6632-41f1-ba62-2c6296d2258a,Animales detallados,"Para el ejercicio ganadero, departamento, actividad, etc. detalla los animales declarados por categoría.",CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/689e01bc-6632-41f1-ba62-2c6296d2258a/download/datosanimalesdetallados.csv,data-raw/dicose/2022/animales-detallados__689e01bc.csv,2026-09-25T06:18:56+0000,12683342,ce1315d9cd5beb2281caad6a6be90687,,,2023-04-13T14:45:20.925219,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,ddbe1b36-f112-4a33-9e9f-9da94d90f74c,Códigos de actividades,Contiene los códigos de actividad que se definen al momento de la creación del DICOSE en base a los procesos productivos que va a desarrollar.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/ddbe1b36-f112-4a33-9e9f-9da94d90f74c/download/actividades.csv,data-raw/dicose/2022/codigos-de-actividades__ddbe1b36.csv,2026-09-25T06:19:05+0000,572,74ecc6dfa6d768160b6098c60692392a,,,2023-04-13T14:47:57.832651,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,20410bcc-c677-4257-8fac-6300a57dcd79,Códigos de categoría,"Contiene las categorías para las especies (bovinos, ovinos, yeguarizos, suinos y caprinos) que figuran en la declaración jurada de existencias.",CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/20410bcc-c677-4257-8fac-6300a57dcd79/download/categorias.csv,data-raw/dicose/2022/codigos-de-categoria__20410bcc.csv,2026-09-25T06:19:05+0000,1484,a7be6a9e70bb6fa8f5d180eee3ab607e,,,2023-04-13T14:48:19.295156,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,fd15135a-2bf4-4b2a-8480-7383cc3d710b,Códigos de departamentos,Contiene los códigos y las descripciones de los 19 departamentos del Uruguay utilizados para la presentación de la Declaración Jurada.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/fd15135a-2bf4-4b2a-8480-7383cc3d710b/download/departamentos.csv,data-raw/dicose/2022/codigos-de-departamentos__fd15135a.csv,2026-09-25T06:19:06+0000,292,91288533b80820971ed02ba003fd2ac8,,,2023-04-13T14:48:44.754550,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,7d96f3f3-e918-43c4-a684-f37b9ead9961,Códigos de especializaciones MGAP,Contienen los códigos y las descripciones de diferentes tipos de especializaciones establecidas por el MGAP para caracterizar a un productor.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/7d96f3f3-e918-43c4-a684-f37b9ead9961/download/especializacionesmgap.csv,data-raw/dicose/2022/codigos-de-especializaciones-mgap__7d96f3f3.csv,2026-09-25T06:19:18+0000,133,c906650e22d0d87ee1f473ae473f0c4b,,,2023-04-13T15:00:08.895151,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,10574246-c165-4da9-92b8-0b9181dbf875,Códigos de especies,Contienen los códigos y la descripción de las especies utilizadas para la presentación de la Declaración Jurada.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/10574246-c165-4da9-92b8-0b9181dbf875/download/especies.csv,data-raw/dicose/2022/codigos-de-especies__10574246.csv,2026-09-25T06:19:07+0000,129,4b4d0f99493f7576dd9da6032ea29343,,,2023-04-13T14:49:14.333720,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,85c3c512-e128-4437-b2bc-67b2cb923679,Códigos de estratos,Contienen los códigos y la descripción de los estratos para utilizar en la presentación de la Declaración Jurada.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/85c3c512-e128-4437-b2bc-67b2cb923679/download/estratos.csv,data-raw/dicose/2022/codigos-de-estratos__85c3c512.csv,2026-09-25T06:19:08+0000,198,4b4207d03199f0984ae23640f6554019,,,2023-04-13T14:49:38.804517,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,5f228177-059a-4172-91c2-2fb13b9b36ec,Códigos de giros,Contienen los códigos y la descripción de los giros utilizados en la presentación de la Declaración Jurada.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/5f228177-059a-4172-91c2-2fb13b9b36ec/download/giros.csv,data-raw/dicose/2022/codigos-de-giros__5f228177.csv,2026-09-25T06:19:09+0000,1020,1f93975aeb948f43bde071f4b470ccfb,,,2023-04-13T14:50:02.261974,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,8522b80a-8fee-4b65-af21-4ad52c160376,Códigos de mejoramientos de tierras,Contienen los códigos y la descripción de los tipos de mejoramientos de tierras utilizados en la presentación de la Declaración Jurada.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/8522b80a-8fee-4b65-af21-4ad52c160376/download/mejoramientostierra.csv,data-raw/dicose/2022/codigos-de-mejoramientos-de-tierras__8522b80a.csv,2026-09-25T06:19:10+0000,319,35f5c5d37af8960ab3416c3224d93b71,,,2023-04-13T14:50:28.460771,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,80d62c0f-bf17-4ed1-a14a-ddf1f01fa0f1,Códigos de naturalezas jurídicas,Contienen los códigos y las descripciones de las naturalezas jurídicas utilizadas en la presentación de la Declaración Jurada.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/80d62c0f-bf17-4ed1-a14a-ddf1f01fa0f1/download/naturalezasjuridicas.csv,data-raw/dicose/2022/codigos-de-naturalezas-juridicas__80d62c0f.csv,2026-09-25T06:19:12+0000,522,b5d4f5e5b1c4a934004bb05a2b3e6497,,,2023-04-13T14:50:54.521539,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,5c0fa4c5-c056-438a-a703-449a578d02ed,Códigos de producciones,Contienen los códigos y las descripciones de los tipos de producción declarada en la presentación de la Declaración Jurada de Lechería.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/5c0fa4c5-c056-438a-a703-449a578d02ed/download/tiposproducciones.csv,data-raw/dicose/2022/codigos-de-producciones__5c0fa4c5.csv,2026-09-25T06:19:15+0000,293,af643b527d036c985f785018537ec69b,,,2023-04-13T14:52:27.395100,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,74113743-b331-485d-9029-2ed204e9fd47,Códigos de productos,Contienen los códigos y las descripciones de productos declarados en la presentación de la Declaración Jurada de Lechería.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/74113743-b331-485d-9029-2ed204e9fd47/download/productos.csv,data-raw/dicose/2022/codigos-de-productos__74113743.csv,2026-09-25T06:19:13+0000,100,ecbea0837019851d73062710b9b5c9a2,,,2023-04-13T14:51:23.774093,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,4f8c8ec5-ca58-4026-9540-5aae1cfe249e,Códigos de tenencia de tierra,Contienen los códigos y las descripciones de la tenencia de la tierra que se utilizan en la presentación de la Declaración Jurada.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/4f8c8ec5-ca58-4026-9540-5aae1cfe249e/download/tenenciastierra.csv,data-raw/dicose/2022/codigos-de-tenencia-de-tierra__4f8c8ec5.csv,2026-09-25T06:19:14+0000,222,6e9a010e1ce0b17ce20ddc6cf50066b9,,,2023-04-13T14:52:01.508707,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,935a6091-bb49-49e4-be62-f78fb7943edd,Códigos de tipos de producción MGAP,Contienen los códigos y las descripciones de diferentes tipos de producción establecidos por el MGAP para caracterizar a un productor.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/935a6091-bb49-49e4-be62-f78fb7943edd/download/tiposproduccionmgap.csv,data-raw/dicose/2022/codigos-de-tipos-de-produccion-mgap__935a6091.csv,2026-09-25T06:19:19+0000,219,7ad09c24b3f80a0da09ca35b38bc17e3,,,2023-04-13T15:03:16.946161,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,127d87b1-b260-45fb-a233-0b92fb2e4465,Códigos de usos de tierra,Contienen los códigos y las descripciones de los usos de la tierra utilizados en la presentación de la Declaración Jurada.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/127d87b1-b260-45fb-a233-0b92fb2e4465/download/usostierra.csv,data-raw/dicose/2022/codigos-de-usos-de-tierra__127d87b1.csv,2026-09-25T06:19:17+0000,261,edcc630b94a83f40225609f3045f58f4,,,2023-04-13T14:53:03.172941,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,11ae9f7e-eec3-404f-9fc1-c6d185421451,Datos animales,"Contiene los nacimientos, consumos y muertes de animales así como la cantidad de tenedores y animales por especie.",CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/11ae9f7e-eec3-404f-9fc1-c6d185421451/download/datosanimales.csv,data-raw/dicose/2022/datos-animales__11ae9f7e.csv,2026-09-25T06:18:54+0000,4213945,c976b62a296bac3a01e06b5c0a2e66b1,,,2023-04-13T14:40:47.796142,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,b635d5b9-53bd-4e39-8e27-491b1922fd0c,Datos generales,"Para el ejercicio ganadero, departamento, actividad, etc, detalla cantidad de tenedores, superficie explotada y con destino ganadería, und. ganaderas.",CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/b635d5b9-53bd-4e39-8e27-491b1922fd0c/download/datosgenerales.csv,data-raw/dicose/2022/datos-generales__b635d5b9.csv,2026-09-25T06:18:52+0000,2007062,930d8c7f7e07255162a9ee570a9774aa,,,2023-04-13T14:37:37.792309,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,d722c4d3-6291-4f99-a9b2-0e3fbc99dd5a,Mejoramientos de tierras,"Para el ejercicio ganadero, departamento, actividad, etc. detalla las hectáreas en las que se realizaron mejoras.",CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/d722c4d3-6291-4f99-a9b2-0e3fbc99dd5a/download/datosmejoramientostierra.csv,data-raw/dicose/2022/mejoramientos-de-tierras__d722c4d3.csv,2026-09-25T06:19:02+0000,1210881,ddce4d5a9d62ba9c523cda47649c8d56,,,2023-04-13T14:46:42.083616,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,8f8ea5a4-1a2e-402a-952e-0ce0a962dde7,Metadatos de animales detallados,Este recurso contiene los metadatos correspondientes a la información detallada de animales declarados por categoría.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/8f8ea5a4-1a2e-402a-952e-0ce0a962dde7/download/datosanimalesdetallados.csv,data-raw/dicose/2022/metadatos-de-animales-detallados__8f8ea5a4.csv,2026-09-25T06:18:56+0000,4326,6e3a8456330b5910c9cdf02d410f0e97,,,2022-12-06T13:24:47.272008,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,73ce41f6-0cc6-4e18-b885-8772dc2ceef7,Metadatos de códigos de actividades,Este recurso contiene los metadatos de los códigos de actividades.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/73ce41f6-0cc6-4e18-b885-8772dc2ceef7/download/actividades.csv,data-raw/dicose/2022/metadatos-de-codigos-de-actividades__73ce41f6.csv,2026-09-25T06:19:05+0000,234,29f7836b09de31d5e0d7083be6500c88,,,2023-04-13T15:10:39.382444,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,f34020ba-9bc5-4c50-9af5-c6600936f7c8,Metadatos de códigos de categoría,Este recurso contiene los metadatos de códigos de categoría.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/f34020ba-9bc5-4c50-9af5-c6600936f7c8/download/categorias.csv,data-raw/dicose/2022/metadatos-de-codigos-de-categoria__f34020ba.csv,2026-09-25T06:19:06+0000,449,5896b7fc44dea328fed22240b2ec108c,,,2023-04-13T15:11:07.456886,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,d7f15e3a-2845-48cd-835e-7a0c0d7bcbe9,Metadatos de códigos de departamentos,Este recurso contiene los metadatos de códigos de departamentos.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/d7f15e3a-2845-48cd-835e-7a0c0d7bcbe9/download/departamentos.csv,data-raw/dicose/2022/metadatos-de-codigos-de-departamentos__d7f15e3a.csv,2026-09-25T06:19:07+0000,252,fbf37cd3a32c28c771f84d70a20ff292,,,2023-04-13T15:12:38.418488,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,dcfba10f-24e0-4406-a937-0b5877fb6c3d,Metadatos de códigos de especies,Este recurso contiene los metadatos de códigos de especies.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/dcfba10f-24e0-4406-a937-0b5877fb6c3d/download/especies.csv,data-raw/dicose/2022/metadatos-de-codigos-de-especies__dcfba10f.csv,2026-09-25T06:19:08+0000,216,f833502269e853a43d3e60bde4889f3d,,,2023-04-13T15:13:56.248641,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,42c5d6d6-cd6d-440d-98cf-1511e596be04,Metadatos de códigos de estratos,Este recurso contiene los metadatos de código de estratos.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/42c5d6d6-cd6d-440d-98cf-1511e596be04/download/estratos.csv,data-raw/dicose/2022/metadatos-de-codigos-de-estratos__42c5d6d6.csv,2026-09-25T06:19:09+0000,212,dd88ca685f6e5666597c4c46b8d365bc,,,2023-04-13T15:14:35.171945,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,cb9d1192-9cc0-4929-b2eb-bf13de035559,Metadatos de códigos de giros,Este recurso contiene los metadatos de códigos de giros.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/cb9d1192-9cc0-4929-b2eb-bf13de035559/download/giros.csv,data-raw/dicose/2022/metadatos-de-codigos-de-giros__cb9d1192.csv,2026-09-25T06:19:10+0000,188,1699d582797eef7b5ad66b23aedceb28,,,2023-04-13T15:15:04.441188,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,7da6dd51-223e-4e5b-bc94-4ca23b14f3a9,Metadatos de códigos de productos,Este recurso contiene los metadatos de códigos de productos.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/7da6dd51-223e-4e5b-bc94-4ca23b14f3a9/download/productos.csv,data-raw/dicose/2022/metadatos-de-codigos-de-productos__7da6dd51.csv,2026-09-25T06:19:13+0000,336,9f71c1011ea7a66321fee98ed9bd32e2,,,2023-04-13T15:21:24.648575,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,0016cddc-bf2d-4eaa-b2a2-58ba4878d218,Metadatos de códigos de tenencia de tierra,Este recurso contiene los metadatos de códigos de tenencia de tierra.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/0016cddc-bf2d-4eaa-b2a2-58ba4878d218/download/tenenciastierra.csv,data-raw/dicose/2022/metadatos-de-codigos-de-tenencia-de-tierra__0016cddc.csv,2026-09-25T06:19:14+0000,264,b3e5f6fd1ae45a93fd8d0ba2dfcbfb1d,,,2023-04-13T15:21:53.854269,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,6b0f2d7f-620e-423b-9056-d48f79168168,Metadatos de códigos de usos de tierra,Este recurso contiene los metadatos de códigos de usos de tierra.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/6b0f2d7f-620e-423b-9056-d48f79168168/download/usostierra.csv,data-raw/dicose/2022/metadatos-de-codigos-de-usos-de-tierra__6b0f2d7f.csv,2026-09-25T06:19:17+0000,220,f80938a7812a66a9f55b37f4fd45e2fa,,,2023-04-13T15:24:43.670423,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,565afe09-4f50-4d50-bcb9-6c2defe18248,Metadatos de códigos tipos de producción,Este recurso contiene los metadatos de códigos de tipos de producción.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/565afe09-4f50-4d50-bcb9-6c2defe18248/download/tiposproducciones.csv,data-raw/dicose/2022/metadatos-de-codigos-tipos-de-produccion__565afe09.csv,2026-09-25T06:19:16+0000,284,85648a7ea761d6a8962ee84575e2cfb2,,,2022-12-06T13:41:44.726504,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,fdc02ab9-919e-4ef6-ac86-c201ad9220d1,Metadatos de datos animales,"Este recurso contiene los metadatos correspondientes a datos de animales, así como su origen y limitantes.",CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/fdc02ab9-919e-4ef6-ac86-c201ad9220d1/download/datosanimales.csv,data-raw/dicose/2022/metadatos-de-datos-animales__fdc02ab9.csv,2026-09-25T06:18:54+0000,5121,868ed3b5cd2455d4cdadd243fcd9e9b4,,,2023-04-13T15:05:53.610518,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,ce7908e8-c151-40a7-b9dd-b0e7fc6bcd35,Metadatos de datos generales,Este recurso contiene los metadatos de los datos generales.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/ce7908e8-c151-40a7-b9dd-b0e7fc6bcd35/download/datosgenerales.csv,data-raw/dicose/2022/metadatos-de-datos-generales__ce7908e8.csv,2026-09-25T06:18:52+0000,4631,05191cfa828070c319ed1c7a45ef1117,,,2023-04-13T14:40:01.440157,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,af2ab419-2205-42e7-840e-b3c564f136d1,Metadatos de especializaciones MGAP,Este recurso contiene los metadatos de códigos de especializaciones.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/af2ab419-2205-42e7-840e-b3c564f136d1/download/especializacionesmgap.csv,data-raw/dicose/2022/metadatos-de-especializaciones-mgap__af2ab419.csv,2026-09-25T06:19:18+0000,468,2a7f078923e94ec70504fcd95940bda5,,,2023-04-13T15:01:05.515450,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,41a455e4-ff52-489b-87b8-d2e8be8162ee,Metadatos de mejoramientos de tierras,Este recurso contiene los metadatos de los mejoramientos de tierras.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/41a455e4-ff52-489b-87b8-d2e8be8162ee/download/datosmejoramientostierra.csv,data-raw/dicose/2022/metadatos-de-mejoramientos-de-tierras__41a455e4.csv,2026-09-25T06:19:02+0000,3829,d94ce0b8fec687bf8d75097bc16c9ce7,,,2023-04-13T15:09:22.539643,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,1c24d68f-f588-40e4-b1d5-44edeb2b3793,Metadatos de mejoramientos de tierras,Este recurso contiene los metadatos de mejoramientos de tierras.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/1c24d68f-f588-40e4-b1d5-44edeb2b3793/download/mejoramientostierra.csv,data-raw/dicose/2022/metadatos-de-mejoramientos-de-tierras__1c24d68f.csv,2026-09-25T06:19:11+0000,292,c8fa8229240b48028c3b3e1c6c989baa,,,2023-04-13T15:16:36.339932,2023-04-20T12:05:09.481991
